;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;;Rótulos de Linha;Soma de Unit price;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
;;;;;;;;;;;;;;;;;;;531-56-4728;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;A;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;Yangon;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;Male;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;Normal;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;Home and lifestyle;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;02/11/2019;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;15;80,08;3;12,012;252,252;240,24;4,761904762;12,012;5,4
;;;;;;;;;;;;;;;;;;;531-80-1784;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;A;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;Yangon;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;Male;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;Normal;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;Electronic accessories;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;3/28/2019;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;17;26,02;7;9,107;191,247;182,14;4,761904762;9,107;5,1
;;;;;;;;;;;;;;;;;;;532-59-7201;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;B;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;Mandalay;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;Male;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;Member;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;Sports and travel;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;1/31/2019;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;14;79,93;6;23,979;503,559;479,58;4,761904762;23,979;5,5
;;;;;;;;;;;;;;;;;;;533-33-5337;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;B;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;Mandalay;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;Male;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;Normal;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;Electronic accessories;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;02/07/2019;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;20;79,39;10;39,695;833,595;793,9;4,761904762;39,695;6,2
;;;;;;;;;;;;;;;;;;;533-66-5566;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;B;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;Mandalay;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;Female;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;Normal;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;Home and lifestyle;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;01/12/2019;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;11;51,07;7;17,8745;375,3645;357,49;4,761904762;17,8745;7
;;;;;;;;;;;;;;;;;;;534-01-4457;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;A;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;Yangon;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;Male;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;Normal;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;Food and beverages;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;1/27/2019;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;14;81,71;6;24,513;514,773;490,26;4,761904762;24,513;8
;;;;;;;;;;;;;;;;;;;534-53-3526;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;A;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;Yangon;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;Female;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;Normal;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;Sports and travel;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;02/11/2019;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;16;94,76;4;18,952;397,992;379,04;4,761904762;18,952;7,8
;;;;;;;;;;;;;;;;;;;537-72-0426;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;C;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;Naypyitaw;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;Male;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;Member;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;Fashion accessories;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;3/20/2019;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;16;70,99;10;35,495;745,395;709,9;4,761904762;35,495;5,7
;;;;;;;;;;;;;;;;;;;538-22-0304;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;C;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;Naypyitaw;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;Male;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;Normal;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;Electronic accessories;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;3/24/2019;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;18;64,95;10;32,475;681,975;649,5;4,761904762;32,475;5,2
;;;;;;;;;;;;;;;;;;;539-21-7227;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;B;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;Mandalay;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;Female;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;Normal;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;Sports and travel;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;1/26/2019;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;17;51,54;5;12,885;270,585;257,7;4,761904762;12,885;4,2
;;;;;;;;;;;;;;;;;;;540-11-4336;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;A;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;Yangon;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;Male;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;Normal;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;Food and beverages;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;01/11/2019;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;16;24,94;9;11,223;235,683;224,46;4,761904762;11,223;5,6
;;;;;;;;;;;;;;;;;;;541-08-3113;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;C;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;Naypyitaw;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;Male;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;Normal;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;Food and beverages;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;02/02/2019;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;20;65,97;8;26,388;554,148;527,76;4,761904762;26,388;8,4
;;;;;;;;;;;;;;;;;;;541-48-8554;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;A;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;Yangon;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;Male;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;Normal;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;Sports and travel;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;01/07/2019;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;12;60,95;9;27,4275;575,9775;548,55;4,761904762;27,4275;6
;;;;;;;;;;;;;;;;;;;541-89-9860;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;C;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;Naypyitaw;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;Female;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;Member;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;Fashion accessories;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;2/15/2019;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;12;80,48;3;12,072;253,512;241,44;4,761904762;12,072;8,1
;;;;;;;;;;;;;;;;;;;542-41-0513;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;B;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;Mandalay;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;Female;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;Member;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;Electronic accessories;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;3/15/2019;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;11;57,49;4;11,498;241,458;229,96;4,761904762;11,498;6,6
;;;;;;;;;;;;;;;;;;;544-32-5024;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;C;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;Naypyitaw;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;Female;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;Member;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;Food and beverages;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;3/28/2019;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;19;49,79;4;9,958;209,118;199,16;4,761904762;9,958;6,4
;;;;;;;;;;;;;;;;;;;544-55-9589;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;B;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;Mandalay;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;Female;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;Member;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;Electronic accessories;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;1/28/2019;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;11;21,43;10;10,715;225,015;214,3;4,761904762;10,715;6,2
;;;;;;;;;;;;;;;;;;;545-07-8534;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;C;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;Naypyitaw;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;Female;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;Normal;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;Health and beauty;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;2/14/2019;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;12;58,32;2;5,832;122,472;116,64;4,761904762;5,832;6
;;;;;;;;;;;;;;;;;;;545-46-3100;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;B;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;Mandalay;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;Female;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;Member;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;Electronic accessories;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;03/12/2019;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;13;10,59;3;1,5885;33,3585;31,77;4,761904762;1,5885;8,7
;;;;;;;;;;;;;;;;;;;546-80-2899;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;A;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;Yangon;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;Male;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;Member;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;Home and lifestyle;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;2/20/2019;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;15;37,69;2;3,769;79,149;75,38;4,761904762;3,769;9,5
;;;;;;;;;;;;;;;;;;;548-46-9322;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;B;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;Mandalay;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;Male;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;Normal;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;Food and beverages;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;2/20/2019;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;15;39,9;10;19,95;418,95;399;4,761904762;19,95;5,9
;;;;;;;;;;;;;;;;;;;548-48-3156;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;A;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;Yangon;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;Female;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;Member;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;Food and beverages;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;3/19/2019;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;13;83,34;2;8,334;175,014;166,68;4,761904762;8,334;7,6
;;;;;;;;;;;;;;;;;;;549-03-9315;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;B;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;Mandalay;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;Male;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;Normal;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;Fashion accessories;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;02/12/2019;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;12;94,87;8;37,948;796,908;758,96;4,761904762;37,948;8,7
;;;;;;;;;;;;;;;;;;;549-23-9016;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;C;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;Naypyitaw;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;Female;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;Member;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;Food and beverages;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;2/13/2019;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;18;14,87;2;1,487;31,227;29,74;4,761904762;1,487;8,9
;;;;;;;;;;;;;;;;;;;549-59-1358;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;A;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;Yangon;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;Male;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;Member;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;Sports and travel;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;03/02/2019;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;17;88,63;3;13,2945;279,1845;265,89;4,761904762;13,2945;6
;;;;;;;;;;;;;;;;;;;549-84-7482;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;B;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;Mandalay;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;Female;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;Normal;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;Sports and travel;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;02/08/2019;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;11;90,28;9;40,626;853,146;812,52;4,761904762;40,626;7,2
;;;;;;;;;;;;;;;;;;;549-96-4200;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;C;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;Naypyitaw;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;Male;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;Member;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;Food and beverages;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;03/08/2019;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;20;17,04;4;3,408;71,568;68,16;4,761904762;3,408;7
;;;;;;;;;;;;;;;;;;;550-84-8664;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;A;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;Yangon;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;Male;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;Normal;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;Sports and travel;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;3/22/2019;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;14;85,91;5;21,4775;451,0275;429,55;4,761904762;21,4775;8,6
;;;;;;;;;;;;;;;;;;;551-21-3069;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;C;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;Naypyitaw;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;Female;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;Normal;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;Electronic accessories;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;02/01/2019;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;11;23,07;9;10,3815;218,0115;207,63;4,761904762;10,3815;4,9
;;;;;;;;;;;;;;;;;;;552-44-5977;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;B;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;Mandalay;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;Male;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;Member;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;Health and beauty;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;01/03/2019;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;19;62;8;24,8;520,8;496;4,761904762;24,8;6,2
;;;;;;;;;;;;;;;;;;;554-42-2417;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;C;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;Naypyitaw;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;Female;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;Normal;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;Sports and travel;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
;;;;;;;;;;;;;;;;;;;01/09/2019;95,44;10;47,72;1002,12;954,4;4,761904762;47,72;5,2
